codigo,glosa,pais,value,anio,variable
14.0,C23,Colombia,31566,2019,nivel_ocupados_por_actividad_economica
15.0,C24,Colombia,12322,2019,nivel_ocupados_por_actividad_economica
16.0,C25,Colombia,29813,2019,nivel_ocupados_por_actividad_economica
17.0,C26,Colombia,-,2019,nivel_ocupados_por_actividad_economica
18.0,C27,Colombia,17641,2019,nivel_ocupados_por_actividad_economica
19.0,C28,Colombia,15241,2019,nivel_ocupados_por_actividad_economica
20.0,C29,Colombia,12236,2019,nivel_ocupados_por_actividad_economica
21.0,C30,Colombia,5644,2019,nivel_ocupados_por_actividad_economica
22.0,C31,Colombia,18286,2019,nivel_ocupados_por_actividad_economica
23.0,C32,Colombia,37043,2019,nivel_ocupados_por_actividad_economica
24.0,C33,Colombia,-,2019,nivel_ocupados_por_actividad_economica
25.0,CXX,Colombia,-,2019,nivel_ocupados_por_actividad_economica
,,Ecuador,,2019,nivel_ocupados_por_actividad_economica
0.0,C,Ecuador,241097,2019,nivel_ocupados_por_actividad_economica
1.0,C10,Ecuador,112738,2019,nivel_ocupados_por_actividad_economica
2.0,C11,Ecuador,7352,2019,nivel_ocupados_por_actividad_economica
3.0,C12,Ecuador,46,2019,nivel_ocupados_por_actividad_economica
4.0,C13,Ecuador,7545,2019,nivel_ocupados_por_actividad_economica
5.0,C14,Ecuador,8090,2019,nivel_ocupados_por_actividad_economica
6.0,C15,Ecuador,3427,2019,nivel_ocupados_por_actividad_economica
7.0,C16,Ecuador,4989,2019,nivel_ocupados_por_actividad_economica
8.0,C17,Ecuador,8840,2019,nivel_ocupados_por_actividad_economica
9.0,C18,Ecuador,5110,2019,nivel_ocupados_por_actividad_economica
10.0,C19,Ecuador,1811,2019,nivel_ocupados_por_actividad_economica
11.0,C20,Ecuador,9271,2019,nivel_ocupados_por_actividad_economica
12.0,C21,Ecuador,7479,2019,nivel_ocupados_por_actividad_economica
13.0,C22,Ecuador,16732,2019,nivel_ocupados_por_actividad_economica
14.0,C23,Ecuador,9531,2019,nivel_ocupados_por_actividad_economica
15.0,C24,Ecuador,5464,2019,nivel_ocupados_por_actividad_economica
16.0,C25,Ecuador,8797,2019,nivel_ocupados_por_actividad_economica
17.0,C26,Ecuador,625,2019,nivel_ocupados_por_actividad_economica
18.0,C27,Ecuador,6751,2019,nivel_ocupados_por_actividad_economica
19.0,C28,Ecuador,1275,2019,nivel_ocupados_por_actividad_economica
20.0,C29,Ecuador,6670,2019,nivel_ocupados_por_actividad_economica
21.0,C30,Ecuador,1402,2019,nivel_ocupados_por_actividad_economica
22.0,C31,Ecuador,4955,2019,nivel_ocupados_por_actividad_economica
23.0,C32,Ecuador,459,2019,nivel_ocupados_por_actividad_economica
24.0,C33,Ecuador,1730,2019,nivel_ocupados_por_actividad_economica
25.0,CXX,Ecuador,-,2019,nivel_ocupados_por_actividad_economica
,,México,,2019,nivel_ocupados_por_actividad_economica
0.0,C,México,4343319,2019,nivel_ocupados_por_actividad_economica
1.0,C10,México,832902,2019,nivel_ocupados_por_actividad_economica
2.0,C11,México,146372,2019,nivel_ocupados_por_actividad_economica
3.0,C12,México,2313,2019,nivel_ocupados_por_actividad_economica
4.0,C13,México,295986,2019,nivel_ocupados_por_actividad_economica
5.0,C14,México,152060,2019,nivel_ocupados_por_actividad_economica
6.0,C15,México,72175,2019,nivel_ocupados_por_actividad_economica
7.0,C16,México,30191,2019,nivel_ocupados_por_actividad_economica
8.0,C17,México,78204,2019,nivel_ocupados_por_actividad_economica
9.0,C18,México,14521,2019,nivel_ocupados_por_actividad_economica
10.0,C19,México,27306,2019,nivel_ocupados_por_actividad_economica
11.0,C20,México,184074,2019,nivel_ocupados_por_actividad_economica
12.0,C21,México,71986,2019,nivel_ocupados_por_actividad_economica
13.0,C22,México,256784,2019,nivel_ocupados_por_actividad_economica
14.0,C23,México,171479,2019,nivel_ocupados_por_actividad_economica
15.0,C24,México,119262,2019,nivel_ocupados_por_actividad_economica
16.0,C25,México,319739,2019,nivel_ocupados_por_actividad_economica
17.0,C26,México,353822,2019,nivel_ocupados_por_actividad_economica
18.0,C27,México,582995,2019,nivel_ocupados_por_actividad_economica
19.0,C28,México,444514,2019,nivel_ocupados_por_actividad_economica
20.0,C29,México,119758,2019,nivel_ocupados_por_actividad_economica
21.0,C30,México,23541,2019,nivel_ocupados_por_actividad_economica
22.0,C31,México,28996,2019,nivel_ocupados_por_actividad_economica
23.0,C32,México,14339,2019,nivel_ocupados_por_actividad_economica
24.0,C33,México,-,2019,nivel_ocupados_por_actividad_economica
25.0,CXX,México,-,2019,nivel_ocupados_por_actividad_economica
,,Perú,,2019,nivel_ocupados_por_actividad_economica
0.0,C,Perú,-,2019,nivel_ocupados_por_actividad_economica
1.0,C10,Perú,-,2019,nivel_ocupados_por_actividad_economica
2.0,C11,Perú,-,2019,nivel_ocupados_por_actividad_economica
3.0,C12,Perú,-,2019,nivel_ocupados_por_actividad_economica
4.0,C13,Perú,-,2019,nivel_ocupados_por_actividad_economica
5.0,C14,Perú,-,2019,nivel_ocupados_por_actividad_economica
6.0,C15,Perú,-,2019,nivel_ocupados_por_actividad_economica
7.0,C16,Perú,-,2019,nivel_ocupados_por_actividad_economica
8.0,C17,Perú,-,2019,nivel_ocupados_por_actividad_economica
9.0,C18,Perú,-,2019,nivel_ocupados_por_actividad_economica
10.0,C19,Perú,-,2019,nivel_ocupados_por_actividad_economica
11.0,C20,Perú,-,2019,nivel_ocupados_por_actividad_economica
12.0,C21,Perú,-,2019,nivel_ocupados_por_actividad_economica
13.0,C22,Perú,-,2019,nivel_ocupados_por_actividad_economica
14.0,C23,Perú,-,2019,nivel_ocupados_por_actividad_economica
15.0,C24,Perú,-,2019,nivel_ocupados_por_actividad_economica
16.0,C25,Perú,-,2019,nivel_ocupados_por_actividad_economica
17.0,C26,Perú,-,2019,nivel_ocupados_por_actividad_economica
18.0,C27,Perú,-,2019,nivel_ocupados_por_actividad_economica
19.0,C28,Perú,-,2019,nivel_ocupados_por_actividad_economica
20.0,C29,Perú,-,2019,nivel_ocupados_por_actividad_economica
21.0,C30,Perú,-,2019,nivel_ocupados_por_actividad_economica
22.0,C31,Perú,-,2019,nivel_ocupados_por_actividad_economica
23.0,C32,Perú,-,2019,nivel_ocupados_por_actividad_economica
24.0,C33,Perú,-,2019,nivel_ocupados_por_actividad_economica
25.0,CXX,Perú,-,2019,nivel_ocupados_por_actividad_economica
,,Uruguay,,2019,nivel_ocupados_por_actividad_economica
0.0,C,Uruguay,85923,2019,nivel_ocupados_por_actividad_economica
1.0,C10,Uruguay,45433,2019,nivel_ocupados_por_actividad_economica
2.0,C11,Uruguay,4256,2019,nivel_ocupados_por_actividad_economica
3.0,C12,Uruguay,-,2019,nivel_ocupados_por_actividad_economica
4.0,C13,Uruguay,1200,2019,nivel_ocupados_por_actividad_economica
5.0,C14,Uruguay,1164,2019,nivel_ocupados_por_actividad_economica
6.0,C15,Uruguay,3173,2019,nivel_ocupados_por_actividad_economica
7.0,C16,Uruguay,1586,2019,nivel_ocupados_por_actividad_economica
8.0,C17,Uruguay,1855,2019,nivel_ocupados_por_actividad_economica
9.0,C18,Uruguay,2255,2019,nivel_ocupados_por_actividad_economica
10.0,C19,Uruguay,1308,2019,nivel_ocupados_por_actividad_economica
11.0,C20,Uruguay,4170,2019,nivel_ocupados_por_actividad_economica
12.0,C21,Uruguay,4207,2019,nivel_ocupados_por_actividad_economica
13.0,C22,Uruguay,3051,2019,nivel_ocupados_por_actividad_economica
14.0,C23,Uruguay,2369,2019,nivel_ocupados_por_actividad_economica
15.0,C24,Uruguay,676,2019,nivel_ocupados_por_actividad_economica
16.0,C25,Uruguay,2836,2019,nivel_ocupados_por_actividad_economica
17.0,C26,Uruguay,79,2019,nivel_ocupados_por_actividad_economica
18.0,C27,Uruguay,811,2019,nivel_ocupados_por_actividad_economica
19.0,C28,Uruguay,87,2019,nivel_ocupados_por_actividad_economica
20.0,C29,Uruguay,2553,2019,nivel_ocupados_por_actividad_economica
21.0,C30,Uruguay,-,2019,nivel_ocupados_por_actividad_economica
22.0,C31,Uruguay,848,2019,nivel_ocupados_por_actividad_economica
23.0,C32,Uruguay,494,2019,nivel_ocupados_por_actividad_economica
24.0,C33,Uruguay,1503,2019,nivel_ocupados_por_actividad_economica
25.0,CXX,Uruguay,-,2019,nivel_ocupados_por_actividad_economica
,,Brasil,,2020,nivel_ocupados_por_actividad_economica
0.0,C,Brasil,5767790,2020,nivel_ocupados_por_actividad_economica
1.0,C10,Brasil,1528892,2020,nivel_ocupados_por_actividad_economica
2.0,C11,Brasil,155006,2020,nivel_ocupados_por_actividad_economica
3.0,C12,Brasil,15626,2020,nivel_ocupados_por_actividad_economica
4.0,C13,Brasil,202051,2020,nivel_ocupados_por_actividad_economica
5.0,C14,Brasil,305799,2020,nivel_ocupados_por_actividad_economica
6.0,C15,Brasil,255718,2020,nivel_ocupados_por_actividad_economica
7.0,C16,Brasil,108185,2020,nivel_ocupados_por_actividad_economica
8.0,C17,Brasil,167520,2020,nivel_ocupados_por_actividad_economica
9.0,C18,Brasil,39980,2020,nivel_ocupados_por_actividad_economica
10.0,C19,Brasil,68972,2020,nivel_ocupados_por_actividad_economica
11.0,C20,Brasil,374586,2020,nivel_ocupados_por_actividad_economica
12.0,C21,Brasil,109367,2020,nivel_ocupados_por_actividad_economica
13.0,C22,Brasil,302932,2020,nivel_ocupados_por_actividad_economica
14.0,C23,Brasil,250326,2020,nivel_ocupados_por_actividad_economica
15.0,C24,Brasil,203196,2020,nivel_ocupados_por_actividad_economica
16.0,C25,Brasil,247351,2020,nivel_ocupados_por_actividad_economica
17.0,C26,Brasil,100036,2020,nivel_ocupados_por_actividad_economica
18.0,C27,Brasil,192930,2020,nivel_ocupados_por_actividad_economica
19.0,C28,Brasil,291232,2020,nivel_ocupados_por_actividad_economica
20.0,C29,Brasil,398366,2020,nivel_ocupados_por_actividad_economica
21.0,C30,Brasil,70893,2020,nivel_ocupados_por_actividad_economica
22.0,C31,Brasil,157629,2020,nivel_ocupados_por_actividad_economica
23.0,C32,Brasil,102959,2020,nivel_ocupados_por_actividad_economica
24.0,C33,Brasil,118238,2020,nivel_ocupados_por_actividad_economica
25.0,CXX,Brasil,-,2020,nivel_ocupados_por_actividad_economica
,,Chile,,2020,nivel_ocupados_por_actividad_economica
0.0,C,Chile,447528,2020,nivel_ocupados_por_actividad_economica
1.0,C10,Chile,162764,2020,nivel_ocupados_por_actividad_economica
2.0,C11,Chile,25976,2020,nivel_ocupados_por_actividad_economica
3.0,C12,Chile,-,2020,nivel_ocupados_por_actividad_economica
4.0,C13,Chile,4192,2020,nivel_ocupados_por_actividad_economica
5.0,C14,Chile,4408,2020,nivel_ocupados_por_actividad_economica
6.0,C15,Chile,1373,2020,nivel_ocupados_por_actividad_economica
7.0,C16,Chile,26149,2020,nivel_ocupados_por_actividad_economica
8.0,C17,Chile,24193,2020,nivel_ocupados_por_actividad_economica
9.0,C18,Chile,5445,2020,nivel_ocupados_por_actividad_economica
10.0,C19,Chile,-,2020,nivel_ocupados_por_actividad_economica
11.0,C20,Chile,26833,2020,nivel_ocupados_por_actividad_economica
12.0,C21,Chile,10723,2020,nivel_ocupados_por_actividad_economica
13.0,C22,Chile,24196,2020,nivel_ocupados_por_actividad_economica
14.0,C23,Chile,17218,2020,nivel_ocupados_por_actividad_economica
15.0,C24,Chile,8832,2020,nivel_ocupados_por_actividad_economica
16.0,C25,Chile,27332,2020,nivel_ocupados_por_actividad_economica
17.0,C26,Chile,171,2020,nivel_ocupados_por_actividad_economica
18.0,C27,Chile,7693,2020,nivel_ocupados_por_actividad_economica
19.0,C28,Chile,11119,2020,nivel_ocupados_por_actividad_economica
20.0,C29,Chile,1391,2020,nivel_ocupados_por_actividad_economica
21.0,C30,Chile,970,2020,nivel_ocupados_por_actividad_economica
22.0,C31,Chile,10391,2020,nivel_ocupados_por_actividad_economica
23.0,C32,Chile,1224,2020,nivel_ocupados_por_actividad_economica
24.0,C33,Chile,28539,2020,nivel_ocupados_por_actividad_economica
25.0,CXX,Chile,16396,2020,nivel_ocupados_por_actividad_economica
,,Colombia,,2020,nivel_ocupados_por_actividad_economica
0.0,C,Colombia,568874,2020,nivel_ocupados_por_actividad_economica
1.0,C10,Colombia,138848,2020,nivel_ocupados_por_actividad_economica
2.0,C11,Colombia,10684,2020,nivel_ocupados_por_actividad_economica
3.0,C12,Colombia,-,2020,nivel_ocupados_por_actividad_economica
4.0,C13,Colombia,24787,2020,nivel_ocupados_por_actividad_economica
5.0,C14,Colombia,57094,2020,nivel_ocupados_por_actividad_economica
6.0,C15,Colombia,11764,2020,nivel_ocupados_por_actividad_economica
7.0,C16,Colombia,3915,2020,nivel_ocupados_por_actividad_economica
8.0,C17,Colombia,15691,2020,nivel_ocupados_por_actividad_economica
9.0,C18,Colombia,15730,2020,nivel_ocupados_por_actividad_economica
10.0,C19,Colombia,3681,2020,nivel_ocupados_por_actividad_economica
11.0,C20,Colombia,47870,2020,nivel_ocupados_por_actividad_economica
12.0,C21,Colombia,23585,2020,nivel_ocupados_por_actividad_economica
13.0,C22,Colombia,47641,2020,nivel_ocupados_por_actividad_economica
14.0,C23,Colombia,30493,2020,nivel_ocupados_por_actividad_economica
15.0,C24,Colombia,12136,2020,nivel_ocupados_por_actividad_economica
16.0,C25,Colombia,27297,2020,nivel_ocupados_por_actividad_economica
17.0,C26,Colombia,-,2020,nivel_ocupados_por_actividad_economica
18.0,C27,Colombia,16920,2020,nivel_ocupados_por_actividad_economica
19.0,C28,Colombia,14293,2020,nivel_ocupados_por_actividad_economica
20.0,C29,Colombia,10242,2020,nivel_ocupados_por_actividad_economica
21.0,C30,Colombia,5286,2020,nivel_ocupados_por_actividad_economica
22.0,C31,Colombia,15633,2020,nivel_ocupados_por_actividad_economica
23.0,C32,Colombia,35284,2020,nivel_ocupados_por_actividad_economica
24.0,C33,Colombia,-,2020,nivel_ocupados_por_actividad_economica
25.0,CXX,Colombia,-,2020,nivel_ocupados_por_actividad_economica
,,Ecuador,,2020,nivel_ocupados_por_actividad_economica
0.0,C,Ecuador,234404,2020,nivel_ocupados_por_actividad_economica
1.0,C10,Ecuador,128484,2020,nivel_ocupados_por_actividad_economica
2.0,C11,Ecuador,6765,2020,nivel_ocupados_por_actividad_economica
3.0,C12,Ecuador,44,2020,nivel_ocupados_por_actividad_economica
4.0,C13,Ecuador,4780,2020,nivel_ocupados_por_actividad_economica
5.0,C14,Ecuador,2752,2020,nivel_ocupados_por_actividad_economica
6.0,C15,Ecuador,3556,2020,nivel_ocupados_por_actividad_economica
7.0,C16,Ecuador,4688,2020,nivel_ocupados_por_actividad_economica
8.0,C17,Ecuador,8739,2020,nivel_ocupados_por_actividad_economica
9.0,C18,Ecuador,4387,2020,nivel_ocupados_por_actividad_economica
10.0,C19,Ecuador,774,2020,nivel_ocupados_por_actividad_economica
11.0,C20,Ecuador,10256,2020,nivel_ocupados_por_actividad_economica
12.0,C21,Ecuador,5529,2020,nivel_ocupados_por_actividad_economica
13.0,C22,Ecuador,19533,2020,nivel_ocupados_por_actividad_economica
14.0,C23,Ecuador,8059,2020,nivel_ocupados_por_actividad_economica
15.0,C24,Ecuador,5256,2020,nivel_ocupados_por_actividad_economica
16.0,C25,Ecuador,3804,2020,nivel_ocupados_por_actividad_economica
17.0,C26,Ecuador,606,2020,nivel_ocupados_por_actividad_economica
18.0,C27,Ecuador,6871,2020,nivel_ocupados_por_actividad_economica
19.0,C28,Ecuador,2017,2020,nivel_ocupados_por_actividad_economica
20.0,C29,Ecuador,1255,2020,nivel_ocupados_por_actividad_economica
21.0,C30,Ecuador,1310,2020,nivel_ocupados_por_actividad_economica
22.0,C31,Ecuador,3290,2020,nivel_ocupados_por_actividad_economica
23.0,C32,Ecuador,286,2020,nivel_ocupados_por_actividad_economica
24.0,C33,Ecuador,1357,2020,nivel_ocupados_por_actividad_economica
25.0,CXX,Ecuador,-,2020,nivel_ocupados_por_actividad_economica
,,México,,2020,nivel_ocupados_por_actividad_economica
0.0,C,México,4240745,2020,nivel_ocupados_por_actividad_economica
1.0,C10,México,838625,2020,nivel_ocupados_por_actividad_economica
2.0,C11,México,148950,2020,nivel_ocupados_por_actividad_economica
3.0,C12,México,2359,2020,nivel_ocupados_por_actividad_economica
4.0,C13,México,278997,2020,nivel_ocupados_por_actividad_economica
5.0,C14,México,132083,2020,nivel_ocupados_por_actividad_economica
6.0,C15,México,62627,2020,nivel_ocupados_por_actividad_economica
7.0,C16,México,27647,2020,nivel_ocupados_por_actividad_economica
8.0,C17,México,76896,2020,nivel_ocupados_por_actividad_economica
9.0,C18,México,13594,2020,nivel_ocupados_por_actividad_economica
10.0,C19,México,26784,2020,nivel_ocupados_por_actividad_economica
11.0,C20,México,183534,2020,nivel_ocupados_por_actividad_economica
12.0,C21,México,79365,2020,nivel_ocupados_por_actividad_economica
13.0,C22,México,248879,2020,nivel_ocupados_por_actividad_economica
14.0,C23,México,163668,2020,nivel_ocupados_por_actividad_economica
15.0,C24,México,115048,2020,nivel_ocupados_por_actividad_economica
16.0,C25,México,303739,2020,nivel_ocupados_por_actividad_economica
17.0,C26,México,348538,2020,nivel_ocupados_por_actividad_economica
18.0,C27,México,581401,2020,nivel_ocupados_por_actividad_economica
19.0,C28,México,429334,2020,nivel_ocupados_por_actividad_economica
20.0,C29,México,111281,2020,nivel_ocupados_por_actividad_economica
21.0,C30,México,24166,2020,nivel_ocupados_por_actividad_economica
22.0,C31,México,28184,2020,nivel_ocupados_por_actividad_economica
23.0,C32,México,15046,2020,nivel_ocupados_por_actividad_economica
24.0,C33,México,-,2020,nivel_ocupados_por_actividad_economica
25.0,CXX,México,-,2020,nivel_ocupados_por_actividad_economica
,,Perú,,2020,nivel_ocupados_por_actividad_economica
0.0,C,Perú,-,2020,nivel_ocupados_por_actividad_economica
1.0,C10,Perú,-,2020,nivel_ocupados_por_actividad_economica
2.0,C11,Perú,-,2020,nivel_ocupados_por_actividad_economica
3.0,C12,Perú,-,2020,nivel_ocupados_por_actividad_economica
4.0,C13,Perú,-,2020,nivel_ocupados_por_actividad_economica
5.0,C14,Perú,-,2020,nivel_ocupados_por_actividad_economica
6.0,C15,Perú,-,2020,nivel_ocupados_por_actividad_economica
7.0,C16,Perú,-,2020,nivel_ocupados_por_actividad_economica
8.0,C17,Perú,-,2020,nivel_ocupados_por_actividad_economica
9.0,C18,Perú,-,2020,nivel_ocupados_por_actividad_economica
10.0,C19,Perú,-,2020,nivel_ocupados_por_actividad_economica
11.0,C20,Perú,-,2020,nivel_ocupados_por_actividad_economica
12.0,C21,Perú,-,2020,nivel_ocupados_por_actividad_economica
13.0,C22,Perú,-,2020,nivel_ocupados_por_actividad_economica
14.0,C23,Perú,-,2020,nivel_ocupados_por_actividad_economica
15.0,C24,Perú,-,2020,nivel_ocupados_por_actividad_economica
16.0,C25,Perú,-,2020,nivel_ocupados_por_actividad_economica
17.0,C26,Perú,-,2020,nivel_ocupados_por_actividad_economica
18.0,C27,Perú,-,2020,nivel_ocupados_por_actividad_economica
19.0,C28,Perú,-,2020,nivel_ocupados_por_actividad_economica
20.0,C29,Perú,-,2020,nivel_ocupados_por_actividad_economica
21.0,C30,Perú,-,2020,nivel_ocupados_por_actividad_economica
22.0,C31,Perú,-,2020,nivel_ocupados_por_actividad_economica
23.0,C32,Perú,-,2020,nivel_ocupados_por_actividad_economica
24.0,C33,Perú,-,2020,nivel_ocupados_por_actividad_economica
25.0,CXX,Perú,-,2020,nivel_ocupados_por_actividad_economica
,,Uruguay,,2020,nivel_ocupados_por_actividad_economica
0.0,C,Uruguay,-,2020,nivel_ocupados_por_actividad_economica
1.0,C10,Uruguay,-,2020,nivel_ocupados_por_actividad_economica
2.0,C11,Uruguay,-,2020,nivel_ocupados_por_actividad_economica
3.0,C12,Uruguay,-,2020,nivel_ocupados_por_actividad_economica
4.0,C13,Uruguay,-,2020,nivel_ocupados_por_actividad_economica
5.0,C14,Uruguay,-,2020,nivel_ocupados_por_actividad_economica
6.0,C15,Uruguay,-,2020,nivel_ocupados_por_actividad_economica
7.0,C16,Uruguay,-,2020,nivel_ocupados_por_actividad_economica
8.0,C17,Uruguay,-,2020,nivel_ocupados_por_actividad_economica
9.0,C18,Uruguay,-,2020,nivel_ocupados_por_actividad_economica
10.0,C19,Uruguay,-,2020,nivel_ocupados_por_actividad_economica
11.0,C20,Uruguay,-,2020,nivel_ocupados_por_actividad_economica
12.0,C21,Uruguay,-,2020,nivel_ocupados_por_actividad_economica
13.0,C22,Uruguay,-,2020,nivel_ocupados_por_actividad_economica
14.0,C23,Uruguay,-,2020,nivel_ocupados_por_actividad_economica
15.0,C24,Uruguay,-,2020,nivel_ocupados_por_actividad_economica
16.0,C25,Uruguay,-,2020,nivel_ocupados_por_actividad_economica
17.0,C26,Uruguay,-,2020,nivel_ocupados_por_actividad_economica
18.0,C27,Uruguay,-,2020,nivel_ocupados_por_actividad_economica
19.0,C28,Uruguay,-,2020,nivel_ocupados_por_actividad_economica
20.0,C29,Uruguay,-,2020,nivel_ocupados_por_actividad_economica
21.0,C30,Uruguay,-,2020,nivel_ocupados_por_actividad_economica
22.0,C31,Uruguay,-,2020,nivel_ocupados_por_actividad_economica
23.0,C32,Uruguay,-,2020,nivel_ocupados_por_actividad_economica
24.0,C33,Uruguay,-,2020,nivel_ocupados_por_actividad_economica
25.0,CXX,Uruguay,-,2020,nivel_ocupados_por_actividad_economica
,,Brasil,,2021,nivel_ocupados_por_actividad_economica
0.0,C,Brasil,-399987916744,2021,nivel_ocupados_por_actividad_economica
1.0,C10,Brasil,3113636,2021,nivel_ocupados_por_actividad_economica
2.0,C11,Brasil,314574,2021,nivel_ocupados_por_actividad_economica
3.0,C12,Brasil,31364,2021,nivel_ocupados_por_actividad_economica
4.0,C13,Brasil,421706,2021,nivel_ocupados_por_actividad_economica
5.0,C14,Brasil,668038,2021,nivel_ocupados_por_actividad_economica
6.0,C15,Brasil,555348,2021,nivel_ocupados_por_actividad_economica
7.0,C16,Brasil,242390,2021,nivel_ocupados_por_actividad_economica
8.0,C17,Brasil,345518,2021,nivel_ocupados_por_actividad_economica
9.0,C18,Brasil,78271,2021,nivel_ocupados_por_actividad_economica
10.0,C19,Brasil,-99999868698,2021,nivel_ocupados_por_actividad_economica
11.0,C20,Brasil,-99999196124,2021,nivel_ocupados_por_actividad_economica
12.0,C21,Brasil,221951,2021,nivel_ocupados_por_actividad_economica
13.0,C22,Brasil,616034,2021,nivel_ocupados_por_actividad_economica
14.0,C23,Brasil,544451,2021,nivel_ocupados_por_actividad_economica
15.0,C24,Brasil,433987,2021,nivel_ocupados_por_actividad_economica
16.0,C25,Brasil,534315,2021,nivel_ocupados_por_actividad_economica
17.0,C26,Brasil,-99999783472,2021,nivel_ocupados_por_actividad_economica
18.0,C27,Brasil,403866,2021,nivel_ocupados_por_actividad_economica
19.0,C28,Brasil,656800,2021,nivel_ocupados_por_actividad_economica
20.0,C29,Brasil,814973,2021,nivel_ocupados_por_actividad_economica
21.0,C30,Brasil,-99999858169,2021,nivel_ocupados_por_actividad_economica
22.0,C31,Brasil,312695,2021,nivel_ocupados_por_actividad_economica
23.0,C32,Brasil,212743,2021,nivel_ocupados_por_actividad_economica
24.0,C33,Brasil,267059,2021,nivel_ocupados_por_actividad_economica
25.0,CXX,Brasil,-,2021,nivel_ocupados_por_actividad_economica
,,Chile,,2021,nivel_ocupados_por_actividad_economica
0.0,C,Chile,468268,2021,nivel_ocupados_por_actividad_economica
1.0,C10,Chile,184026,2021,nivel_ocupados_por_actividad_economica
2.0,C11,Chile,21831,2021,nivel_ocupados_por_actividad_economica
3.0,C12,Chile,-,2021,nivel_ocupados_por_actividad_economica
4.0,C13,Chile,3838,2021,nivel_ocupados_por_actividad_economica
5.0,C14,Chile,3398,2021,nivel_ocupados_por_actividad_economica
6.0,C15,Chile,1111,2021,nivel_ocupados_por_actividad_economica
7.0,C16,Chile,28476,2021,nivel_ocupados_por_actividad_economica
8.0,C17,Chile,22562,2021,nivel_ocupados_por_actividad_economica
9.0,C18,Chile,5067,2021,nivel_ocupados_por_actividad_economica
10.0,C19,Chile,-,2021,nivel_ocupados_por_actividad_economica
11.0,C20,Chile,27730,2021,nivel_ocupados_por_actividad_economica
12.0,C21,Chile,12552,2021,nivel_ocupados_por_actividad_economica
13.0,C22,Chile,25690,2021,nivel_ocupados_por_actividad_economica
14.0,C23,Chile,16921,2021,nivel_ocupados_por_actividad_economica
15.0,C24,Chile,9370,2021,nivel_ocupados_por_actividad_economica
16.0,C25,Chile,23501,2021,nivel_ocupados_por_actividad_economica
17.0,C26,Chile,388,2021,nivel_ocupados_por_actividad_economica
18.0,C27,Chile,7017,2021,nivel_ocupados_por_actividad_economica
19.0,C28,Chile,14401,2021,nivel_ocupados_por_actividad_economica
20.0,C29,Chile,1079,2021,nivel_ocupados_por_actividad_economica
21.0,C30,Chile,516,2021,nivel_ocupados_por_actividad_economica
22.0,C31,Chile,10418,2021,nivel_ocupados_por_actividad_economica
23.0,C32,Chile,1707,2021,nivel_ocupados_por_actividad_economica
24.0,C33,Chile,28156,2021,nivel_ocupados_por_actividad_economica
25.0,CXX,Chile,18513,2021,nivel_ocupados_por_actividad_economica
,,Colombia,,2021,nivel_ocupados_por_actividad_economica
0.0,C,Colombia,681246,2021,nivel_ocupados_por_actividad_economica
1.0,C10,Colombia,164970,2021,nivel_ocupados_por_actividad_economica
2.0,C11,Colombia,12873,2021,nivel_ocupados_por_actividad_economica
3.0,C12,Colombia,-,2021,nivel_ocupados_por_actividad_economica
4.0,C13,Colombia,29821,2021,nivel_ocupados_por_actividad_economica
5.0,C14,Colombia,65975,2021,nivel_ocupados_por_actividad_economica
6.0,C15,Colombia,13369,2021,nivel_ocupados_por_actividad_economica
7.0,C16,Colombia,4580,2021,nivel_ocupados_por_actividad_economica
8.0,C17,Colombia,19016,2021,nivel_ocupados_por_actividad_economica
9.0,C18,Colombia,17736,2021,nivel_ocupados_por_actividad_economica
10.0,C19,Colombia,4931,2021,nivel_ocupados_por_actividad_economica
11.0,C20,Colombia,55998,2021,nivel_ocupados_por_actividad_economica
12.0,C21,Colombia,29576,2021,nivel_ocupados_por_actividad_economica
13.0,C22,Colombia,59742,2021,nivel_ocupados_por_actividad_economica
14.0,C23,Colombia,36227,2021,nivel_ocupados_por_actividad_economica
15.0,C24,Colombia,12078,2021,nivel_ocupados_por_actividad_economica
16.0,C25,Colombia,32953,2021,nivel_ocupados_por_actividad_economica
17.0,C26,Colombia,-,2021,nivel_ocupados_por_actividad_economica
18.0,C27,Colombia,21108,2021,nivel_ocupados_por_actividad_economica
19.0,C28,Colombia,16703,2021,nivel_ocupados_por_actividad_economica
20.0,C29,Colombia,11254,2021,nivel_ocupados_por_actividad_economica
21.0,C30,Colombia,7468,2021,nivel_ocupados_por_actividad_economica
22.0,C31,Colombia,18910,2021,nivel_ocupados_por_actividad_economica
23.0,C32,Colombia,45958,2021,nivel_ocupados_por_actividad_economica
24.0,C33,Colombia,-,2021,nivel_ocupados_por_actividad_economica
25.0,CXX,Colombia,-,2021,nivel_ocupados_por_actividad_economica
,,Ecuador,,2021,nivel_ocupados_por_actividad_economica
0.0,C,Ecuador,246628,2021,nivel_ocupados_por_actividad_economica
1.0,C10,Ecuador,133281,2021,nivel_ocupados_por_actividad_economica
2.0,C11,Ecuador,8270,2021,nivel_ocupados_por_actividad_economica
3.0,C12,Ecuador,2,2021,nivel_ocupados_por_actividad_economica
4.0,C13,Ecuador,6017,2021,nivel_ocupados_por_actividad_economica
5.0,C14,Ecuador,3588,2021,nivel_ocupados_por_actividad_economica
6.0,C15,Ecuador,1502,2021,nivel_ocupados_por_actividad_economica
